,priority,q_time,consult_time
391,2.0,11.23184291259031,26.038961590251347
393,1.0,1.7785779402001936,7.157778007384877
392,2.0,9.775800597773014,17.48849346048155
383,3.0,138.07138962617591,29.123810971985677
389,3.0,70.73830764324202,19.31558223585853
395,1.0,0.0,16.269567107498005
394,3.0,17.468400365041816,22.349540472443095
396,3.0,11.40845442764521,9.593882368912546
397,3.0,10.516953447996912,18.525485858798675
398,3.0,0.0,19.498186232621265
399,2.0,0.0,23.989788637833954
400,3.0,12.079049629884139,27.34775045582319
401,3.0,9.401623992629538,21.146467683451192
402,1.0,0.0,18.932822607878734
403,2.0,0.0,19.99454241587864
404,2.0,0.0,12.917426176167282
405,2.0,0.0,11.3005775940901
406,2.0,0.0,7.30927019642877
407,3.0,0.0,13.398239683820975
408,1.0,0.0,22.74356613175223
409,3.0,8.7886775530651,15.546451799751594
410,1.0,1.3330377548745673,16.18197320541185
411,1.0,3.605337698486437,10.762182864987153
412,3.0,12.911365748292155,17.96666062730219
413,1.0,0.0,22.456753624258454
414,2.0,0.0,13.853314228493218
416,1.0,0.0,22.87133272005576
415,2.0,0.0,32.04166357212489
420,1.0,10.221722775675516,15.827012199402816
422,1.0,8.260652080412001,21.547696175542114
417,2.0,35.23281422593391,16.55682533547042
418,2.0,43.13988868762499,25.4705542384836
424,2.0,2.459042575589592,21.76631702546547
421,3.0,61.041723277908204,23.599806892625566
419,3.0,61.24776836782712,33.01309050508371
425,2.0,16.74964230509886,6.073908166334149
423,3.0,57.773142270407334,29.05696116326908
426,2.0,0.0,32.85573980148092
428,1.0,3.0971773619348824,14.93071944780877
427,2.0,12.82949599868698,18.217344081044757
429,2.0,17.624082905608702,18.53392874002111
430,2.0,25.554157697558367,12.898600055996212
431,2.0,20.73970893837304,12.261535207113411
432,2.0,25.465774181453526,16.499341273556638
434,1.0,4.999878594388065,14.695955783074169
436,1.0,4.173598537563521,8.468573404697054
435,1.0,5.031546599783724,14.016579565351094
437,1.0,10.681086669983415,15.12714443895311
433,3.0,55.60719738154785,19.401991751576134
438,3.0,24.570338408986572,10.071664410384074
442,1.0,1.1160589409309978,9.297304139424341
439,3.0,22.178822210617,21.45574493935601
443,1.0,6.254598670715495,11.681306056322683
446,1.0,0.5811457486497602,15.396767014381112
444,2.0,9.26415839159381,26.650258251779633
440,3.0,55.012774033430105,16.344576630994197
447,1.0,8.105549443460404,23.288732333865482
445,3.0,40.32446041626554,22.206522430597033
441,3.0,64.19945909896705,24.749699562800743
449,1.0,17.10635498796455,25.47478654367569
451,1.0,8.161544674981087,29.94155578605387
453,1.0,2.330591941500643,19.887583703020027
455,1.0,0.46130597550109087,15.977521103352956
450,2.0,58.57219854075629,10.992843350874864
457,2.0,1.0629193670902168,17.8141540787974
452,3.0,72.15244631938276,3.3141901094222703
448,3.0,76.27800442392981,29.413247290354775
456,3.0,42.92530114993224,3.727869036843913
454,3.0,52.00364665038069,17.999993979706232
458,3.0,21.661385555893503,23.35980438884235
461,2.0,11.020801815940104,20.96612177818679
463,2.0,6.7219060806828566,16.35563846061359
464,2.0,15.082922848219823,15.815998524321003
466,1.0,3.438802577105889,13.814253260168698
467,1.0,12.896262916736305,11.056378364278316
468,2.0,5.369987534891152,16.326248110858614
469,1.0,7.4299401665593905,16.89565016403776
470,1.0,6.362334055141218,19.65727970672924
471,1.0,13.19454302685699,15.520668831795774
459,3.0,96.42095571996197,19.300282581813008
460,3.0,99.54528242117794,21.78075893542973
462,3.0,103.55944982059373,14.72510707244237
465,3.0,88.35552368580011,15.202392298247105
472,3.0,48.137604308741174,15.934989815620611
473,3.0,44.766201229545004,15.644224794814363
477,1.0,3.5874218924554953,21.409050578895403
474,3.0,39.876713247036605,19.328071039537463
475,3.0,39.78060543208176,10.607690730858849
476,3.0,43.96636560648858,18.627811698453115
479,2.0,4.19566969922289,23.792390447488287
480,1.0,7.757528633398579,21.03833877948
478,3.0,57.71616516477843,12.682981291719443
481,3.0,0.0,10.829946148245654
482,1.0,0.0,25.731652329259305
483,2.0,0.0,14.829323428177304
484,1.0,0.0,22.51316887753819
